run_accession	library_name	library_strategy	base_count	first_public	last_updated	run_alias	fastq_ftp	sample_alias	sample_title
SRR23904890	WR03-210713-21_samp_rep_tech_2	AMPLICON	57723520	2023-03-19	2023-03-23	WR03-210713-21-V3_S80_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/090/SRR23904890/SRR23904890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/090/SRR23904890/SRR23904890_2.fastq.gz	WR03-210713-21_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904893	WG0Kc-220309-39	AMPLICON	205438444	2023-03-19	2023-03-23	WG0Kc-20220309-34_S119_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/093/SRR23904893/SRR23904893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/093/SRR23904893/SRR23904893_2.fastq.gz	WG0Kc-220309-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904897	WM08-220223-39	AMPLICON	195196424	2023-03-19	2023-03-23	WM08-20220223_S2_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/097/SRR23904897/SRR23904897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/097/SRR23904897/SRR23904897_2.fastq.gz	WM08-220223-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904901	WM08-220126-39	AMPLICON	190673512	2023-03-19	2023-03-23	WM08-220126-39-V3_S37_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/001/SRR23904901/SRR23904901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/001/SRR23904901/SRR23904901_2.fastq.gz	WM08-220126-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904903	WM08-220105-39	AMPLICON	258131568	2023-03-19	2023-03-24	WM08-220105-39-V3_S69_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/003/SRR23904903/SRR23904903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/003/SRR23904903/SRR23904903_2.fastq.gz	WM08-220105-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904906	WM08-211019-31_samp_rep_tech_1	AMPLICON	16781104	2023-03-19	2023-03-24	WaWa-20211019-WM08-6-ARTIC-21_S94_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/006/SRR23904906/SRR23904906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/006/SRR23904906/SRR23904906_2.fastq.gz	WM08-211019-31_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904907	WG01-220622-39	AMPLICON	644624824	2023-03-19	2023-03-24	WG01-220622-39_S34_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/007/SRR23904907/SRR23904907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/007/SRR23904907/SRR23904907_2.fastq.gz	WG01-220622-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904908	WM08-210921-31	AMPLICON	311935920	2023-03-19	2023-03-22	WM08-210921-39-V3_S88_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/008/SRR23904908/SRR23904908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/008/SRR23904908/SRR23904908_2.fastq.gz	WM08-210921-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904910	WM08-210831-31	AMPLICON	213120568	2023-03-19	2023-03-22	WM08-210831-33-V3_S38_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/010/SRR23904910/SRR23904910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/010/SRR23904910/SRR23904910_2.fastq.gz	WM08-210831-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904913	WG02g-220202-39	AMPLICON	142159672	2023-03-19	2023-03-24	WG02g-220202-39-V3_S2_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/013/SRR23904913/SRR23904913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/013/SRR23904913/SRR23904913_2.fastq.gz	WG02g-220202-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904919	WG02g-210921-31	AMPLICON	254727376	2023-03-19	2023-03-24	WG02g-210921-39-V3_S85_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/019/SRR23904919/SRR23904919_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/019/SRR23904919/SRR23904919_2.fastq.gz	WG02g-210921-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904925	WG02g-210831-31_samp_rep_tech_1	AMPLICON	170092256	2023-03-19	2023-03-21	WaWa-20210831-WG02g-ARTIC-19_S93_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/025/SRR23904925/SRR23904925_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/025/SRR23904925/SRR23904925_2.fastq.gz	WG02g-210831-31_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904927	WG02g-210810-21	AMPLICON	450378128	2023-03-19	2023-03-23	WG02g-210810-21-V3_S54_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/027/SRR23904927/SRR23904927_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/027/SRR23904927/SRR23904927_2.fastq.gz	WG02g-210810-21	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904928	WG02c-210427-31	AMPLICON	148373584	2023-03-19	2023-03-22	WG02c-210427-33_S57_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/028/SRR23904928/SRR23904928_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/028/SRR23904928/SRR23904928_2.fastq.gz	WG02c-210427-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904934	WG01-220511-39	AMPLICON	253279424	2023-03-19	2023-03-22	WG01-220511-39_S43_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/034/SRR23904934/SRR23904934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/034/SRR23904934/SRR23904934_2.fastq.gz	WG01-220511-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904937	WG01-220427-39	AMPLICON	31204688	2023-03-19	2023-03-24	WG01-20220427-39_S73_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/037/SRR23904937/SRR23904937_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/037/SRR23904937/SRR23904937_2.fastq.gz	WG01-220427-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904939	WG01-220413-39	AMPLICON	1148946920	2023-03-19	2023-03-24	WG01-20220413-39_S71_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/039/SRR23904939/SRR23904939_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/039/SRR23904939/SRR23904939_2.fastq.gz	WG01-220413-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904940	WG01-220406-39	AMPLICON	736934360	2023-03-19	2023-03-22	WG01-20220406-39_S56_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/040/SRR23904940/SRR23904940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/040/SRR23904940/SRR23904940_2.fastq.gz	WG01-220406-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904943	WG01-220202-39	AMPLICON	212177408	2023-03-19	2023-03-24	WG01-220202-39-V3_S1_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/043/SRR23904943/SRR23904943_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/043/SRR23904943/SRR23904943_2.fastq.gz	WG01-220202-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904945	WG0W-210907-31	AMPLICON	805814472	2023-03-19	2023-03-21	WG0W-210907-33-V3_S29_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/045/SRR23904945/SRR23904945_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/045/SRR23904945/SRR23904945_2.fastq.gz	WG0W-210907-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904946	WG0W-210831-31	AMPLICON	148752824	2023-03-19	2023-03-24	WG0W-210831-33-V3_S40_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/046/SRR23904946/SRR23904946_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/046/SRR23904946/SRR23904946_2.fastq.gz	WG0W-210831-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904947	WG0W-210223-31	AMPLICON	208033736	2023-03-19	2023-03-24	WG0W-210223_S61_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/047/SRR23904947/SRR23904947_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/047/SRR23904947/SRR23904947_2.fastq.gz	WG0W-210223-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904953	WG0V-220504-39	AMPLICON	794531512	2023-03-19	2023-03-21	WG0V-20220504-39_S88_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/053/SRR23904953/SRR23904953_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/053/SRR23904953/SRR23904953_2.fastq.gz	WG0V-220504-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904961	WC0Dc-220720-39_samp_rep_tech_3	AMPLICON	2132398860	2023-03-19	2023-03-24	WC0Dc-220720-39_S70_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/061/SRR23904961/SRR23904961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/061/SRR23904961/SRR23904961_2.fastq.gz	WC0Dc-220720-39_samp_rep_tech_3	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904962	WG0P-210817-31	AMPLICON	449205752	2023-03-19	2023-03-25	WG0P-210817-33-V3_S64_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/062/SRR23904962/SRR23904962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/062/SRR23904962/SRR23904962_2.fastq.gz	WG0P-210817-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904964	WG0P-210810-31_samp_rep_tech_2	AMPLICON	153634000	2023-03-19	2023-03-22	WG0P-210810-33-V3_S71_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/064/SRR23904964/SRR23904964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/064/SRR23904964/SRR23904964_2.fastq.gz	WG0P-210810-31_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904965	WC0Dc-220713-26_samp_rep_tech_2	AMPLICON	4962659442	2023-03-19	2023-03-23	WC0Dc-220713-26_S18_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/065/SRR23904965/SRR23904965_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/065/SRR23904965/SRR23904965_2.fastq.gz	WC0Dc-220713-26_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904966	WG0P-210810-21_samp_rep_tech_1	AMPLICON	294009344	2023-03-19	2023-03-23	WG0P-210810-21-V3_S61_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/066/SRR23904966/SRR23904966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/066/SRR23904966/SRR23904966_2.fastq.gz	WG0P-210810-21_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904968	WG0P-210727-21	AMPLICON	379687336	2023-03-19	2023-03-22	WG0P-210727-21-V3_S36_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/068/SRR23904968/SRR23904968_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/068/SRR23904968/SRR23904968_2.fastq.gz	WG0P-210727-21	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904969	WG0P-210720-31_samp_rep_tech_2	AMPLICON	265964280	2023-03-19	2023-03-24	WG0P-210720-33_S17_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/069/SRR23904969/SRR23904969_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/069/SRR23904969/SRR23904969_2.fastq.gz	WG0P-210720-31_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904972	WG0P-210504-31	AMPLICON	184601720	2023-03-19	2023-03-24	WG0P-210504-33_S53_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/072/SRR23904972/SRR23904972_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/072/SRR23904972/SRR23904972_2.fastq.gz	WG0P-210504-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904974	WG0P-210420-31	AMPLICON	189189992	2023-03-19	2023-03-22	WG0P-210420-33_S71_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/074/SRR23904974/SRR23904974_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/074/SRR23904974/SRR23904974_2.fastq.gz	WG0P-210420-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904979	WG0P-210323-31	AMPLICON	1384140424	2023-03-19	2023-03-21	WG0P-210323_S34_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/079/SRR23904979/SRR23904979_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/079/SRR23904979/SRR23904979_2.fastq.gz	WG0P-210323-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904980	WG0P-210316-31	AMPLICON	262498984	2023-03-19	2023-03-21	WaWa-20210316-WG0P-ARTIC-19_S76_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/080/SRR23904980/SRR23904980_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/080/SRR23904980/SRR23904980_2.fastq.gz	WG0P-210316-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904985	WG0Kg-220202-39	AMPLICON	133125248	2023-03-19	2023-03-24	WG0Kg-220202-39-V3_S16_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/085/SRR23904985/SRR23904985_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/085/SRR23904985/SRR23904985_2.fastq.gz	WG0Kg-220202-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904989	WG0Kg-211228-39	AMPLICON	216730264	2023-03-19	2023-03-22	WG0Kg-211228-39-V3_S63_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/089/SRR23904989/SRR23904989_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/089/SRR23904989/SRR23904989_2.fastq.gz	WG0Kg-211228-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904991	WG0Kg-211214-39	AMPLICON	33324024	2023-03-19	2023-03-24	WG0Kg-211214-19-V3_S96_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/091/SRR23904991/SRR23904991_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/091/SRR23904991/SRR23904991_2.fastq.gz	WG0Kg-211214-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904993	WG0Kg-211005-31	AMPLICON	212698160	2023-03-19	2023-03-22	WGOKg-211005-39-V3_S82_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/093/SRR23904993/SRR23904993_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/093/SRR23904993/SRR23904993_2.fastq.gz	WG0Kg-211005-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904995	WG0Kg-210810-21	AMPLICON	291933176	2023-03-19	2023-03-22	WG0Kg-210810-21-V3_S64_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/095/SRR23904995/SRR23904995_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/095/SRR23904995/SRR23904995_2.fastq.gz	WG0Kg-210810-21	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904996	WG0Kg-210803-21	AMPLICON	241060296	2023-03-19	2023-03-24	WG0Kg-210803-21-V3_S52_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/096/SRR23904996/SRR23904996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/096/SRR23904996/SRR23904996_2.fastq.gz	WG0Kg-210803-21	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23904998	WG0Hm-220202-39	AMPLICON	87434200	2023-03-19	2023-03-22	WG0Hm-220202-39-V3_S8_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/098/SRR23904998/SRR23904998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/098/SRR23904998/SRR23904998_2.fastq.gz	WG0Hm-220202-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905001	WG0Hm-211221-39	AMPLICON	119097320	2023-03-19	2023-03-23	WG0Hm-211221-39-V3_S87_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/001/SRR23905001/SRR23905001_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/001/SRR23905001/SRR23905001_2.fastq.gz	WG0Hm-211221-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905005	WG0Hm-210824-31	AMPLICON	438127536	2023-03-19	2023-03-22	WG0Hm-210824-33-V3_S54_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/005/SRR23905005/SRR23905005_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/005/SRR23905005/SRR23905005_2.fastq.gz	WG0Hm-210824-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905006	WC0Dc-211102-31_samp_rep_tech_1	AMPLICON	31880176	2023-03-19	2023-03-21	WC0Dc-211102-31-VarSkip-ARTIC-22_S74_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/006/SRR23905006/SRR23905006_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/006/SRR23905006/SRR23905006_2.fastq.gz	WC0Dc-211102-31_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905009	WG0Hm-210413-31	AMPLICON	151563760	2023-03-19	2023-03-22	WG0Hm-210413-33_S77_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/009/SRR23905009/SRR23905009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/009/SRR23905009/SRR23905009_2.fastq.gz	WG0Hm-210413-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905011	WG0Hm-210302-31	AMPLICON	115358576	2023-03-19	2023-03-24	WG0Hm-210302_S48_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/011/SRR23905011/SRR23905011_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/011/SRR23905011/SRR23905011_2.fastq.gz	WG0Hm-210302-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905014	WC0Dg-220105-39	AMPLICON	391247848	2023-03-19	2023-03-25	WC0Dg-220105-39-V3_S74_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/014/SRR23905014/SRR23905014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/014/SRR23905014/SRR23905014_2.fastq.gz	WC0Dg-220105-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905015	WC0Dg-211228-39	AMPLICON	157291424	2023-03-19	2023-03-22	WC0Dg-211228-39-V3_S62_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/015/SRR23905015/SRR23905015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/015/SRR23905015/SRR23905015_2.fastq.gz	WC0Dg-211228-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905023	WC0Dg-211019-31_samp_rep_tech_1	AMPLICON	25266656	2023-03-19	2023-03-22	WaWa-20211019-WC0Dg-8-ARTIC-21_S96_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/023/SRR23905023/SRR23905023_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/023/SRR23905023/SRR23905023_2.fastq.gz	WC0Dg-211019-31_samp_rep_tech_1	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905025	WC0Dg-211005-31	AMPLICON	204471768	2023-03-19	2023-03-24	WC0Dg-211005-39-V3_S76_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/025/SRR23905025/SRR23905025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/025/SRR23905025/SRR23905025_2.fastq.gz	WC0Dg-211005-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905031	WC0Dc-220209-39	AMPLICON	408346936	2023-03-19	2023-03-25	WC0Dc-20220209_S26_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/031/SRR23905031/SRR23905031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/031/SRR23905031/SRR23905031_2.fastq.gz	WC0Dc-220209-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905034	WC0Dc-211228-39	AMPLICON	252395848	2023-03-19	2023-03-22	WC0Dc-211228-39-V3_S61_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/034/SRR23905034/SRR23905034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/034/SRR23905034/SRR23905034_2.fastq.gz	WC0Dc-211228-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905035	WC0Dc-211221-39	AMPLICON	391323696	2023-03-19	2023-03-24	WC0Dc-211221-39-V3_S91_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/035/SRR23905035/SRR23905035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/035/SRR23905035/SRR23905035_2.fastq.gz	WC0Dc-211221-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905036	WR03-220302-39	AMPLICON	29259902	2023-03-19	2023-03-24	WR03-20220302-34_S116_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/036/SRR23905036/SRR23905036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/036/SRR23905036/SRR23905036_2.fastq.gz	WR03-220302-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905040	WC0Dc-210907-31	AMPLICON	206417672	2023-03-19	2023-03-22	WaWa-20210907-WC0Dc-ARTIC-19_S96_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/040/SRR23905040/SRR23905040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/040/SRR23905040/SRR23905040_2.fastq.gz	WC0Dc-210907-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905044	WC0Dc-210727-21	AMPLICON	294488600	2023-03-19	2023-03-24	WC0Dc-210727-21-V3_S37_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/044/SRR23905044/SRR23905044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/044/SRR23905044/SRR23905044_2.fastq.gz	WC0Dc-210727-21	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905049	WG0L-210309-31	AMPLICON	190871720	2023-03-19	2023-03-22	WG0L-210309_S43_L002_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/049/SRR23905049/SRR23905049_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/049/SRR23905049/SRR23905049_2.fastq.gz	WG0L-210309-31	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905050	WG0Kc-220209-39	AMPLICON	202040072	2023-03-19	2023-03-23	WG0Kc-20220209_S28_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/050/SRR23905050/SRR23905050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/050/SRR23905050/SRR23905050_2.fastq.gz	WG0Kc-220209-39	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905058	WC0Dg-211116-39_samp_rep_tech_2	AMPLICON	150239384	2023-03-19	2023-03-23	WC0Dg-211116-32-V3-ARTIC-22_S39_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/058/SRR23905058/SRR23905058_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/058/SRR23905058/SRR23905058_2.fastq.gz	WC0Dg-211116-39_samp_rep_tech_2	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
SRR23905063	WC0Dc-211116-31_samp_rep_tech_3	AMPLICON	87114848	2023-03-19	2023-03-23	WC0Dc-211116-31-VarSkip-ARTIC-22_S80_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/063/SRR23905063/SRR23905063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR239/063/SRR23905063/SRR23905063_2.fastq.gz	WC0Dc-211116-31_samp_rep_tech_3	SARS-CoV-2: wastewater surveillance sample from wastewater metagenome
