new_complete_name	library_id	unique_sample_id	batch_name	country	country_alpha2	country_alpha3	city	latitude	longtitude	batch_abbr	year	collection_date	isolation_source	organism	ena_sample_acc	ena_experiment_acc	ena_run_acc	instrument_model
DTU_2018_819_1_MG_CZ_PR_503	1	2018_nov_cze_01	GS snapshot nov 2018	Czech Republic	CZ	CZE	Praha	50.09	14.42	nov	18	12/4/2018	wastewater	wastewater metagenome	ERS5184495	ERX4600201	ERR4678577	Illumina NovaSeq 6000
DTU_2018_820_1_MG_CZ_BR_504	1	2018_nov_cze_02	GS snapshot nov 2018	Czech Republic	CZ	CZE	Brno	49.19	16.61	nov	18	12/5/2018	wastewater	wastewater metagenome	ERS5184496	ERX4600202	ERR4678578	Illumina NovaSeq 6000
DTU_2018_821_1_MG_IS_RE_505	1	2018_nov_isl_01	GS snapshot nov 2018	Iceland	IS	ISL	Reykjavik	64.15	-21.94	nov	18	12/5/2018	wastewater	wastewater metagenome	ERS5184497	ERX4600203	ERR4678579	Illumina NovaSeq 6000
DTU_2018_822_1_MG_US_CO_506	1	2018_nov_usa_01	GS snapshot nov 2018	USA	US	USA	Columbus	39.96	-83	nov	18	11/11/2018	wastewater	wastewater metagenome	ERS5184498	ERX4600204	ERR4678580	Illumina NovaSeq 6000
DTU_2018_823_1_MG_MY_KG_507	1	2018_nov_mys_01	GS snapshot nov 2018	Malaysia	MY	MYS	Klang	3.04	101.45	nov	18	12/7/2018	wastewater	wastewater metagenome	ERS5184499	ERX4600205	ERR4678581	Illumina NovaSeq 6000
DTU_2018_824_1_MG_MY_KL_508	1	2018_nov_mys_02	GS snapshot nov 2018	Malaysia	MY	MYS	Kuala Lumpur	3.15	101.69	nov	18	12/7/2018	wastewater	wastewater metagenome	ERS5184500	ERX4600206	ERR4678582	Illumina NovaSeq 6000
DTU_2018_825_1_MG_GR_AT_509	1	2018_nov_grc_01	GS snapshot nov 2018	Greece	GR	GRC	Athens	37.98	23.73	nov	18	12/7/2018	wastewater	wastewater metagenome	ERS5184501	ERX4600207	ERR4678583	Illumina NovaSeq 6000
DTU_2018_826_1_MG_PT_LI_510	1	2018_nov_prt_01	GS snapshot nov 2018	Portugal	PT	PRT	Lisbon	38.71	-9.14	nov	18	12/11/2018	wastewater	wastewater metagenome	ERS5184502	ERX4600208	ERR4678584	Illumina NovaSeq 6000
DTU_2018_827_1_MG_SA_KA_511	1	2018_nov_sau_01	GS snapshot nov 2018	Saudi Arabia	SA	SAU	Thuwal	22.28	39.11	nov	18	11/27/2018	wastewater	wastewater metagenome	ERS5184503	ERX4600209	ERR4678585	Illumina NovaSeq 6000
DTU_2018_828_1_MG_SI_LJ_512	1	2018_nov_svn_01	GS snapshot nov 2018	Slovenia	SI	SVN	Ljubljana	46.05	14.51	nov	18	12/11/2018	wastewater	wastewater metagenome	ERS5184504	ERX4600210	ERR4678586	Illumina NovaSeq 6000
DTU_2018_829_1_MG_TH_PA_513	1	2018_nov_tha_01	GS snapshot nov 2018	Thailand	TH	THA	Pathum Thani	14.1	100.63	nov	18	12/7/2018	wastewater	wastewater metagenome	ERS5184505	ERX4600211	ERR4678587	Illumina NovaSeq 6000
DTU_2018_830_1_MG_BR_BH_514	1	2018_nov_bra_01	GS snapshot nov 2018	Brazil	BR	BRA	Belo Horizonte	-19.92	-43.95	nov	18	12/8/2018	wastewater	wastewater metagenome	ERS5184506	ERX4600212	ERR4678588	Illumina NovaSeq 6000
DTU_2018_831_1_MG_JP_HI_AM_515	1	2018_nov_jpn_01	GS snapshot nov 2018	Japan	JP	JPN	Hiroshima	34.39	132.45	nov	18	11/21/2018	wastewater	wastewater metagenome	ERS5184507	ERX4600213	ERR4678589	Illumina NovaSeq 6000
DTU_2018_832_1_MG_JP_HI_SB_516	1	2018_nov_jpn_02	GS snapshot nov 2018	Japan	JP	JPN	Hiroshima	34.39	132.45	nov	18	11/21/2018	wastewater	wastewater metagenome	ERS5184508	ERX4600214	ERR4678590	Illumina NovaSeq 6000
DTU_2018_833_1_MG_JP_HI_EB_517	1	2018_nov_jpn_03	GS snapshot nov 2018	Japan	JP	JPN	Hiroshima	34.39	132.45	nov	18	11/21/2018	wastewater	wastewater metagenome	ERS5184509	ERX4600215	ERR4678591	Illumina NovaSeq 6000
DTU_2018_834_1_MG_JP_HI_SD_518	1	2018_nov_jpn_04	GS snapshot nov 2018	Japan	JP	JPN	Hiroshima	34.39	132.45	nov	18	11/21/2018	wastewater	wastewater metagenome	ERS5184510	ERX4600216	ERR4678592	Illumina NovaSeq 6000
DTU_2018_835_1_MG_MT_MT_519	1	2018_nov_mlt_01	GS snapshot nov 2018	Malta	MT	MLT	St. Venera	35.89	14.48	nov	18	12/11/2018	wastewater	wastewater metagenome	ERS5184511	ERX4600217	ERR4678593	Illumina NovaSeq 6000
DTU_2018_836_1_MG_TR_HA_520	1	2018_nov_tur_01	GS snapshot nov 2018	Turkey	TR	TUR	Hatay	36.2	36.16	nov	18	12/4/2018	wastewater	wastewater metagenome	ERS5184512	ERX4600218	ERR4678594	Illumina NovaSeq 6000
DTU_2018_837_1_MG_BR_RJ_521	1	2018_nov_bra_02	GS snapshot nov 2018	Brazil	BR	BRA	Rio de Janeiro	-22.91	-43.21	nov	18	2018	wastewater	wastewater metagenome	ERS5184513	ERX4600219	ERR4678595	Illumina NovaSeq 6000
DTU_2018_838_1_MG_IN_UD_522	1	2018_nov_ind_01	GS snapshot nov 2018	India	IN	IND	Udupi	13.34	74.75	nov	18	11/28/2018	wastewater	wastewater metagenome	ERS5184514	ERX4600220	ERR4678596	Illumina NovaSeq 6000
DTU_2018_839_1_MG_TZ_MO_523	1	2018_nov_tza_01	GS snapshot nov 2018	Tanzania	TZ	TZA	Morogoro	-6.87	37.81	nov	18	11/28/2018	wastewater	wastewater metagenome	ERS5184515	ERX4600221	ERR4678597	Illumina NovaSeq 6000
DTU_2018_840_1_MG_TZ_MW_524	1	2018_nov_tza_02	GS snapshot nov 2018	Tanzania	TZ	TZA	Mwanza	-2.52	32.9	nov	18	11/28/2018	wastewater	wastewater metagenome	ERS5184516	ERX4600222	ERR4678598	Illumina NovaSeq 6000
DTU_2018_844_1_MG_CI_BO_528	1	2018_nov_civ_01	GS snapshot nov 2018	Cote d'Ivoire	CI	CIV	Bouake	7.69	-5.03	nov	18	12/17/2018	wastewater	wastewater metagenome	ERS5184517	ERX4600223	ERR4678599	Illumina NovaSeq 6000
DTU_2018_845_1_MG_KR_DA_529	1	2018_nov_kor_01	GS snapshot nov 2018	South Korea	KR	KOR	Daejeon	36.35	127.38	nov	18	2018	wastewater	wastewater metagenome	ERS5184518	ERX4600224	ERR4678600	Illumina NovaSeq 6000
DTU_2018_846_1_MG_BE_OS_530	1	2018_nov_bel_01	GS snapshot nov 2018	Belgium	BE	BEL	Ostend	51.23	2.92	nov	18	12/9/2018	wastewater	wastewater metagenome	ERS5184519	ERX4600225	ERR4678601	Illumina NovaSeq 6000
DTU_2018_847_1_MG_BE_LE_531	1	2018_nov_bel_02	GS snapshot nov 2018	Belgium	BE	BEL	Leuven	50.88	4.7	nov	18	12/12/2018	wastewater	wastewater metagenome	ERS5184520	ERX4600226	ERR4678602	Illumina NovaSeq 6000
DTU_2018_848_1_MG_BE_BRU_532	1	2018_nov_bel_03	GS snapshot nov 2018	Belgium	BE	BEL	Bruges	51.21	3.23	nov	18	12/5/2018	wastewater	wastewater metagenome	ERS5184521	ERX4600227	ERR4678603	Illumina NovaSeq 6000
DTU_2018_849_1_MG_BE_DE_533	1	2018_nov_bel_04	GS snapshot nov 2018	Belgium	BE	BEL	Deurne	51.21	4.47	nov	18	12/5/2018	wastewater	wastewater metagenome	ERS5184522	ERX4600228	ERR4678604	Illumina NovaSeq 6000
DTU_2018_850_1_MG_BE_GH_534	1	2018_nov_bel_05	GS snapshot nov 2018	Belgium	BE	BEL	Ghent	51.05	3.73	nov	18	12/5/2018	wastewater	wastewater metagenome	ERS5184523	ERX4600229	ERR4678605	Illumina NovaSeq 6000
DTU_2018_851_1_MG_IN_KO_535	1	2018_nov_ind_02	GS snapshot nov 2018	India	IN	IND	Kochi	9.98	76.25	nov	18	12/20/2018	wastewater	wastewater metagenome	ERS5184524	ERX4600230	ERR4678606	Illumina NovaSeq 6000
DTU_2018_852_1_MG_US_AT_536	1	2018_nov_usa_02	GS snapshot nov 2018	USA	US	USA	Atlanta	33.75	-84.39	nov	18	11/29/2018	wastewater	wastewater metagenome	ERS5184525	ERX4600231	ERR4678607	Illumina NovaSeq 6000
DTU_2018_853_1_MG_UY_MO_537	1	2018_nov_ury_01	GS snapshot nov 2018	Uruguay	UY	URY	Montevideo	-34.91	-56.19	nov	18	8/27/2018	wastewater	wastewater metagenome	ERS5184526	ERX4600232	ERR4678608	Illumina NovaSeq 6000
DTU_2018_854_1_MG_KH_PP_538	1	2018_nov_khm_01	GS snapshot nov 2018	Cambodia	KH	KHM	Phnom Penh	11.57	104.92	nov	18	1/3/2019	wastewater	wastewater metagenome	ERS5184527	ERX4600233	ERR4678609	Illumina NovaSeq 6000
DTU_2018_855_1_MG_MG_AN_3_539	1	2018_nov_mdg_02	GS snapshot nov 2018	Madagascar	MG	MDG	Lake Anosy	-24.06	46.26	nov	18	11/21/2018	wastewater	wastewater metagenome	ERS5184528	ERX4600234	ERR4678610	Illumina NovaSeq 6000
DTU_2018_856_1_MG_UG_KA_540	1	2018_nov_uga_01	GS snapshot nov 2018	Uganda	UG	UGA	Kampala	0.32	32.58	nov	18	1/10/2019	wastewater	wastewater metagenome	ERS5184529	ERX4600235	ERR4678611	Illumina NovaSeq 6000
DTU_2018_857_1_MG_MG_AN_4_541	1	2018_nov_mdg_03	GS snapshot nov 2018	Madagascar	MG	MDG	Canal Andriantany	-18.91	47.52	nov	18	11/21/2018	wastewater	wastewater metagenome	ERS5184530	ERX4600236	ERR4678612	Illumina NovaSeq 6000
DTU_2018_858_1_MG_MU_SM_542	1	2018_nov_mus_01	GS snapshot nov 2018	Mauritius	MU	MUS	Saint Martin	-20.5	57.39	nov	18	12/18/2018	wastewater	wastewater metagenome	ERS5184531	ERX4600237	ERR4678613	Illumina NovaSeq 6000
DTU_2018_859_1_MG_MU_GB_543	1	2018_nov_mus_02	GS snapshot nov 2018	Mauritius	MU	MUS	Grand Baie	-20.01	57.58	nov	18	12/18/2018	wastewater	wastewater metagenome	ERS5184532	ERX4600238	ERR4678614	Illumina NovaSeq 6000
DTU_2018_860_1_MG_IT_NO_544	1	2018_nov_ita_01	GS snapshot nov 2018	Italy	IT	ITA	Novara	45.58	8.55	nov	18	12/14/2018	wastewater	wastewater metagenome	ERS5184533	ERX4600239	ERR4678615	Illumina NovaSeq 6000
DTU_2018_861_1_MG_TW_TA_545	1	2018_nov_twn_01	GS snapshot nov 2018	Taiwan	TW	TWN	Taipei	25.04	121.56	nov	18	12/19/2018	wastewater	wastewater metagenome	ERS5184534	ERX4600240	ERR4678616	Illumina NovaSeq 6000
DTU_2018_862_1_MG_IT_VE_546	1	2018_nov_ita_02	GS snapshot nov 2018	Italy	IT	ITA	Verbania	45.92	8.55	nov	18	12/13/2018	wastewater	wastewater metagenome	ERS5184535	ERX4600241	ERR4678617	Illumina NovaSeq 6000
DTU_2018_863_1_MG_IT_CA_547	1	2018_nov_ita_03	GS snapshot nov 2018	Italy	IT	ITA	Cannobio	46.06	8.7	nov	18	12/13/2018	wastewater	wastewater metagenome	ERS5184536	ERX4600242	ERR4678618	Illumina NovaSeq 6000
DTU_2018_864_1_MG_CN_NA_548	1	2018_nov_chn_01	GS snapshot nov 2018	China	CN	CHN	Nanjing	32.06	118.79	nov	18	12/27/2018	wastewater	wastewater metagenome	ERS5184537	ERX4600243	ERR4678619	Illumina NovaSeq 6000
DTU_2018_865_1_MG_KR_GW_549	1	2018_nov_kor_02	GS snapshot nov 2018	South Korea	KR	KOR	Gwangju	35.16	126.85	nov	18	12/3/2018	wastewater	wastewater metagenome	ERS5184538	ERX4600244	ERR4678620	Illumina NovaSeq 6000
DTU_2018_866_1_MG_BW_GA_550	1	2018_nov_bwa_01	GS snapshot nov 2018	Botswana	BW	BWA	Palapye	-22.54	27.12	nov	18	12/7/2018	wastewater	wastewater metagenome	ERS5184539	ERX4600245	ERR4678621	Illumina NovaSeq 6000
DTU_2018_867_1_MG_ZA_CT_551	1	2018_nov_zaf_02	GS snapshot nov 2018	South Africa	ZA	ZAF	Tshwane	-25.75	28.19	nov	18	12/6/2018	wastewater	wastewater metagenome	ERS5184540	ERX4600246	ERR4678622	Illumina NovaSeq 6000
DTU_2018_868_1_MG_CH_SU_552	1	2018_nov_chn_02	GS snapshot nov 2018	China	CN	CHN	Suzhou	31.3	120.58	nov	18	12/27/2018	wastewater	wastewater metagenome	ERS5184541	ERX4600247	ERR4678623	Illumina NovaSeq 6000
DTU_2018_869_1_MG_PK_FA_553	1	2018_nov_pak_01	GS snapshot nov 2018	Pakistan	PK	PAK	Faisalabad	31.42	73.09	nov	18	12/27/2018	wastewater	wastewater metagenome	ERS5184542	ERX4600248	ERR4678624	Illumina NovaSeq 6000
DTU_2018_870_1_MG_BO_LP_554	1	2018_nov_bol_01	GS snapshot nov 2018	Bolivia	BO	BOL	La Paz City	-16.5	-68.13	nov	18	1/15/2019	wastewater	wastewater metagenome	ERS5184543	ERX4600249	ERR4678625	Illumina NovaSeq 6000
DTU_2018_871_1_MG_CH_BR_555	1	2018_nov_che_01	GS snapshot nov 2018	Switzerland	CH	CHE	Herrenschwanden	46.98	7.42	nov	18	11/22/2018	wastewater	wastewater metagenome	ERS5184544	ERX4600250	ERR4678626	Illumina NovaSeq 6000
DTU_2018_872_1_MG_GB_EB_556	1	2018_nov_gbr_03	GS snapshot nov 2018	United Kingdom	GB	GBR	Edinburgh	55.95	-3.19	nov	18	11/30/2018	wastewater	wastewater metagenome	ERS5184545	ERX4600251	ERR4678627	Illumina NovaSeq 6000
DTU_2018_873_1_MG_US_CH_557	1	2018_nov_usa_03	GS snapshot nov 2018	USA	US	USA	Chapel Hill	35.91	-79.06	nov	18	1/16/2019	wastewater	wastewater metagenome	ERS5184546	ERX4600252	ERR4678628	Illumina NovaSeq 6000
DTU_2018_874_1_MG_BD_DH_558	1	2018_nov_bgd_01	GS snapshot nov 2018	Bangladesh	BD	BGD	Dhaka	23.76	90.38	nov	18	12/31/2018	wastewater	wastewater metagenome	ERS5184547	ERX4600253	ERR4678629	Illumina NovaSeq 6000
DTU_2018_875_1_MG_AU_DD_559	1	2018_nov_aus_01	GS snapshot nov 2018	Australia	AU	AUS	Darwin	-12.46	130.84	nov	18	12/18/2018	wastewater	wastewater metagenome	ERS5184548	ERX4600254	ERR4678630	Illumina NovaSeq 6000
DTU_2018_876_1_MG_AU_MA_560	1	2018_nov_aus_02	GS snapshot nov 2018	Australia	AU	AUS	Maningrida	-12.05	134.23	nov	18	12/18/2018	wastewater	wastewater metagenome	ERS5184549	ERX4600255	ERR4678631	Illumina NovaSeq 6000
DTU_2018_877_1_MG_BA_BL_562	1	2018_nov_bih_01	GS snapshot nov 2018	Bosnia and Herzegovina	BA	BIH	Banja Luka	44.77	17.2	nov	18	12/10/2018	wastewater	wastewater metagenome	ERS5184550	ERX4600256	ERR4678632	Illumina NovaSeq 6000
DTU_2018_878_1_MG_GH_TA_563	1	2018_nov_gha_01	GS snapshot nov 2018	Ghana	GH	GHA	Tamale	9.41	-0.84	nov	18	1/19/2019	wastewater	wastewater metagenome	ERS5184551	ERX4600257	ERR4678633	Illumina NovaSeq 6000
DTU_2018_879_1_MG_JP_JP_564	1	2018_nov_jpn_05	GS snapshot nov 2018	Japan	JP	JPN	Anonymous	35.68	139.76	nov	18	12/19/2018	wastewater	wastewater metagenome	ERS5184552	ERX4600258	ERR4678634	Illumina NovaSeq 6000
DTU_2018_880_1_MG_DE_BE_565	1	2018_nov_deu_02	GS snapshot nov 2018	Germany	DE	DEU	Berlin	52.52	13.39	nov	18	12/13/2018	wastewater	wastewater metagenome	ERS5184553	ERX4600259	ERR4678635	Illumina NovaSeq 6000
DTU_2018_881_1_MG_GH_AC_568	1	2018_nov_gha_02	GS snapshot nov 2018	Ghana	GH	GHA	Accra	5.56	-0.21	nov	18	11/20/2018	wastewater	wastewater metagenome	ERS5184554	ERX4600260	ERR4678636	Illumina NovaSeq 6000
DTU_2018_882_1_MG_GH_AC_2_569	1	2018_nov_gha_03	GS snapshot nov 2018	Ghana	GH	GHA	Accra	5.56	-0.21	nov	18	11/19/2018	wastewater	wastewater metagenome	ERS5184555	ERX4600261	ERR4678637	Illumina NovaSeq 6000
DTU_2018_883_1_MG_GH_KA_570	1	2018_nov_gha_04	GS snapshot nov 2018	Ghana	GH	GHA	Kasoa	5.53	-0.44	nov	18	11/19/2018	wastewater	wastewater metagenome	ERS5184556	ERX4600262	ERR4678638	Illumina NovaSeq 6000
DTU_2018_884_1_MG_CL_SA_571	1	2018_nov_chl_01	GS snapshot nov 2018	Chile	CL	CHL	Valparaiso	-33.05	-71.62	nov	18	1/24/2019	wastewater	wastewater metagenome	ERS5184557	ERX4600263	ERR4678639	Illumina NovaSeq 6000
DTU_2018_885_1_MG_CL_SA_2_572	1	2018_nov_chl_02	GS snapshot nov 2018	Chile	CL	CHL	Santiago	-33.44	-70.65	nov	18	1/24/2019	wastewater	wastewater metagenome	ERS5184558	ERX4600264	ERR4678640	Illumina NovaSeq 6000
DTU_2018_886_1_MG_NG_IL_573	1	2018_nov_nga_01	GS snapshot nov 2018	Nigeria	NG	NGA	Ilorin	8.5	4.55	nov	18	11/29/2018	wastewater	wastewater metagenome	ERS5184559	ERX4600265	ERR4678641	Illumina NovaSeq 6000
DTU_2018_887_1_MG_GR_TH_574	1	2018_nov_grc_02	GS snapshot nov 2018	Greece	GR	GRC	Thessaloniki	40.64	22.94	nov	18	1/29/2019	wastewater	wastewater metagenome	ERS5184560	ERX4600266	ERR4678642	Illumina NovaSeq 6000
DTU_2018_888_1_MG_BB_WO_575	1	2018_nov_brb_01	GS snapshot nov 2018	Barbados	BB	BRB	Worthing	13.07	-59.58	nov	18	12/21/2018	wastewater	wastewater metagenome	ERS5184561	ERX4600267	ERR4678643	Illumina NovaSeq 6000
DTU_2018_889_1_MG_BB_BR_576	1	2018_nov_brb_02	GS snapshot nov 2018	Barbados	BB	BRB	Bridgetown	13.1	-59.62	nov	18	12/21/2018	wastewater	wastewater metagenome	ERS5184562	ERX4600268	ERR4678644	Illumina NovaSeq 6000
DTU_2018_890_1_MG_NG_IL_2_577	1	2018_nov_nga_02	GS snapshot nov 2018	Nigeria	NG	NGA	Ilorin	8.5	4.55	nov	18	2018	wastewater	wastewater metagenome	ERS5184563	ERX4600269	ERR4678645	Illumina NovaSeq 6000
DTU_2018_891_1_MG_SN_DA_578	1	2018_nov_sen_01	GS snapshot nov 2018	Senegal	SN	SEN	Dakar	14.69	-17.45	nov	18	1/17/2019	wastewater	wastewater metagenome	ERS5184564	ERX4600270	ERR4678646	Illumina NovaSeq 6000
DTU_2018_892_1_MG_MA_CA_579	1	2018_nov_mar_01	GS snapshot nov 2018	Morocco	MA	MAR	Casablanca	33.6	-7.62	nov	18	2018	wastewater	wastewater metagenome	ERS5184565	ERX4600271	ERR4678647	Illumina NovaSeq 6000
DTU_2018_893_1_MG_SK_BR_580	1	2018_nov_svk_01	GS snapshot nov 2018	Slovakia	SK	SVK	Bratislava	48.15	17.11	nov	18	12/5/2018	wastewater	wastewater metagenome	ERS5184566	ERX4600272	ERR4678648	Illumina NovaSeq 6000
DTU_2018_894_1_MG_ES_SA_581	1	2018_nov_esp_03	GS snapshot nov 2018	Spain	ES	ESP	Santiago	42.84	-8.5	nov	18	1/8/2019	wastewater	wastewater metagenome	ERS5184567	ERX4600273	ERR4678649	Illumina NovaSeq 6000
DTU_2018_895_1_MG_PT_PO_582	1	2018_nov_prt_02	GS snapshot nov 2018	Portugal	PT	PRT	Porto	41.15	-8.61	nov	18	1/29/2019	wastewater	wastewater metagenome	ERS5184568	ERX4600274	ERR4678650	Illumina NovaSeq 6000
DTU_2018_896_1_MG_IT_RO_583	1	2018_nov_ita_04	GS snapshot nov 2018	Italy	IT	ITA	Rome	41.89	12.48	nov	18	11/26/2018	wastewater	wastewater metagenome	ERS5184569	ERX4600275	ERR4678651	Illumina NovaSeq 6000
DTU_2018_897_1_MG_FI_OU_584	1	2018_nov_fin_01	GS snapshot nov 2018	Finland	FI	FIN	Oulu	65.01	25.47	nov	18	11/1/2018	wastewater	wastewater metagenome	ERS5184570	ERX4600276	ERR4678652	Illumina NovaSeq 6000
DTU_2018_898_2_MG_FI_OU_584_re_1	2	2018_nov_fin_01	GS snapshot nov 2018	Finland	FI	FIN	Oulu	65.01	25.47	nov	18	11/1/2018	wastewater	wastewater metagenome	ERS5184571	ERX4600277	ERR4678653	Illumina NovaSeq 6000
DTU_2018_899_1_MG_FI_TU_585	1	2018_nov_fin_02	GS snapshot nov 2018	Finland	FI	FIN	Turku	60.45	22.27	nov	18	11/14/2018	wastewater	wastewater metagenome	ERS5184572	ERX4600278	ERR4678654	Illumina NovaSeq 6000
DTU_2018_900_1_MG_FI_HE_586	1	2018_nov_fin_03	GS snapshot nov 2018	Finland	FI	FIN	Helsinki	60.17	24.94	nov	18	11/13/2018	wastewater	wastewater metagenome	ERS5184573	ERX4600279	ERR4678655	Illumina NovaSeq 6000
DTU_2018_901_2_MG_FI_HE_586_re_1	2	2018_nov_fin_03	GS snapshot nov 2018	Finland	FI	FIN	Helsinki	60.17	24.94	nov	18	11/13/2018	wastewater	wastewater metagenome	ERS5184574	ERX4600280	ERR4678656	Illumina NovaSeq 6000
DTU_2018_902_1_MG_CA_CA_587	1	2018_nov_can_01	GS snapshot nov 2018	Canada	CA	CAN	Calgary	51.05	-114.06	nov	18	12/10/2018	wastewater	wastewater metagenome	ERS5184575	ERX4600281	ERR4678657	Illumina NovaSeq 6000
DTU_2018_903_1_MG_CA_RE_588	1	2018_nov_can_02	GS snapshot nov 2018	Canada	CA	CAN	Regina	50.45	-104.62	nov	18	12/19/2018	wastewater	wastewater metagenome	ERS5184576	ERX4600282	ERR4678658	Illumina NovaSeq 6000
DTU_2018_904_1_MG_CA_VA_589	1	2018_nov_can_03	GS snapshot nov 2018	Canada	CA	CAN	Vancouver	49.26	-123.11	nov	18	12/6/2018	wastewater	wastewater metagenome	ERS5184577	ERX4600283	ERR4678659	Illumina NovaSeq 6000
DTU_2018_905_1_MG_CA_OT_590	1	2018_nov_can_04	GS snapshot nov 2018	Canada	CA	CAN	Ottawa	45.42	-75.69	nov	18	12/6/2018	wastewater	wastewater metagenome	ERS5184578	ERX4600284	ERR4678660	Illumina NovaSeq 6000
DTU_2018_906_1_MG_MZ_MA_591	1	2018_nov_moz_01	GS snapshot nov 2018	Mozambique	MZ	MOZ	Maputo	-25.97	32.57	nov	18	12/13/2018	wastewater	wastewater metagenome	ERS5184579	ERX4600285	ERR4678661	Illumina NovaSeq 6000
DTU_2018_907_1_MG_NP_KA_592	1	2018_nov_npl_01	GS snapshot nov 2018	Nepal	NP	NPL	Kathmandu	27.71	85.32	nov	18	2/13/2019	wastewater	wastewater metagenome	ERS5184580	ERX4600286	ERR4678662	Illumina NovaSeq 6000
DTU_2018_908_1_MG_NG_LA_593	1	2018_nov_nga_03	GS snapshot nov 2018	Nigeria	NG	NGA	Lagos	6.46	3.39	nov	18	12/18/2018	wastewater	wastewater metagenome	ERS5184581	ERX4600287	ERR4678663	Illumina NovaSeq 6000
DTU_2018_909_1_MG_AR_BA_594	1	2018_nov_arg_01	GS snapshot nov 2018	Argentina	AR	ARG	Buenos Aires	-34.61	-58.44	nov	18	12/8/2018	wastewater	wastewater metagenome	ERS5184582	ERX4600288	ERR4678664	Illumina NovaSeq 6000
DTU_2018_910_1_MG_ME_PO_595	1	2018_nov_mne_01	GS snapshot nov 2018	Montenegro	ME	MNE	Podgorica	42.44	19.26	nov	18	2/8/2019	wastewater	wastewater metagenome	ERS5184583	ERX4600289	ERR4678665	Illumina NovaSeq 6000
DTU_2018_911_1_MG_SG_JU_596	1	2018_nov_sgp_01	GS snapshot nov 2018	Singapore	SG	SGP	Jurong	1.26	103.67	nov	18	1/16/2019	wastewater	wastewater metagenome	ERS5184584	ERX4600290	ERR4678666	Illumina NovaSeq 6000
DTU_2018_912_1_MG_CM_YA_597	1	2018_nov_cmr_01	GS snapshot nov 2018	Cameroon	CM	CMR	Yaounde	3.87	11.52	nov	18	11/23/2018	wastewater	wastewater metagenome	ERS5184585	ERX4600291	ERR4678667	Illumina NovaSeq 6000
DTU_2018_913_1_MG_RS_BE_598	1	2018_nov_srb_01	GS snapshot nov 2018	Serbia	RS	SRB	Belgrade	44.82	20.46	nov	18	1/14/2019	wastewater	wastewater metagenome	ERS5184586	ERX4600292	ERR4678668	Illumina NovaSeq 6000
DTU_2018_914_1_MG_RS_BE_2_599	1	2018_nov_srb_02	GS snapshot nov 2018	Serbia	RS	SRB	Belgrade	44.82	20.46	nov	18	1/14/2019	wastewater	wastewater metagenome	ERS5184587	ERX4600293	ERR4678669	Illumina NovaSeq 6000
DTU_2018_915_1_MG_NZ_CH_600	1	2018_nov_nzl_01	GS snapshot nov 2018	New Zealand	NZ	NZL	Christchurch	-43.53	172.64	nov	18	12/17/2018	wastewater	wastewater metagenome	ERS5184588	ERX4600294	ERR4678670	Illumina NovaSeq 6000
DTU_2018_916_1_MG_DK_AV_601	1	2018_nov_dnk_01	GS snapshot nov 2018	Denmark	DK	DNK	Avedore	55.63	12.46	nov	18	11/18/2018	wastewater	wastewater metagenome	ERS5184589	ERX4600295	ERR4678671	Illumina NovaSeq 6000
DTU_2018_917_1_MG_DK_VA_602	1	2018_nov_dnk_02	GS snapshot nov 2018	Denmark	DK	DNK	Valby	55.66	12.52	nov	18	11/18/2018	wastewater	wastewater metagenome	ERS5184590	ERX4600296	ERR4678672	Illumina NovaSeq 6000
DTU_2018_918_1_MG_DK_AM_603	1	2018_nov_dnk_03	GS snapshot nov 2018	Denmark	DK	DNK	Amager	55.62	12.6	nov	18	11/18/2018	wastewater	wastewater metagenome	ERS5184591	ERX4600297	ERR4678673	Illumina NovaSeq 6000
DTU_2018_919_2_MG_DK_AM_603_re_1	2	2018_nov_dnk_03	GS snapshot nov 2018	Denmark	DK	DNK	Amager	55.62	12.6	nov	18	11/18/2018	wastewater	wastewater metagenome	ERS5184592	ERX4600298	ERR4678674	Illumina NovaSeq 6000
DTU_2018_920_1_MG_GL_SI_604	1	2018_nov_grl_01	GS snapshot nov 2018	Greenland	GL	GRL	Sisimiut	66.94	-53.67	nov	18	11/8/2018	wastewater	wastewater metagenome	ERS5184593	ERX4600299	ERR4678675	Illumina NovaSeq 6000
DTU_2018_925_1_MG_NL_UT_608	1	2018_nov_nld_01	GS snapshot nov 2018	Netherlands	NL	NLD	Utrecht	52.09	5.11	nov	18	12/20/2018	wastewater	wastewater metagenome	ERS5184594	ERX4600300	ERR4678676	Illumina NovaSeq 6000
DTU_2018_926_1_MG_MY_PB_609	1	2018_nov_mys_03	GS snapshot nov 2018	Malaysia	MY	MYS	Butterworth	5.39	100.37	nov	18	12/13/2018	wastewater	wastewater metagenome	ERS5184595	ERX4600301	ERR4678677	Illumina NovaSeq 6000
DTU_2018_927_1_MG_MY_PG_610	1	2018_nov_mys_04	GS snapshot nov 2018	Malaysia	MY	MYS	Jelutong	5.39	100.31	nov	18	12/13/2018	wastewater	wastewater metagenome	ERS5184596	ERX4600302	ERR4678678	Illumina NovaSeq 6000
DTU_2018_928_1_MG_MY_SU_611	1	2018_nov_mys_05	GS snapshot nov 2018	Malaysia	MY	MYS	Sungai Petani	5.64	100.49	nov	18	12/14/2018	wastewater	wastewater metagenome	ERS5184597	ERX4600303	ERR4678679	Illumina NovaSeq 6000
